SITE;LOT;LAYER;ID;RAWMATERIAL;QUARTZQUALITY;CLASS;COREPREPARPROD;RETOUCHEDPIECEBLANK;PIECECOMPLETENESS;CORTEX;CORTEXLOCATION;CORTEXTYPE;PLATFORMTYPE;PLATFORMCORTEX;LIPPING;BLANKSHAPE;CROSSSECTION;BLANKTIP;PROFILE;SCARCOUNT;SCARPATTERN;THICKNESS;MAXWIDTH;PROXWIDTH;MEDWIDTH;DISTWIDTH;LENGTH;PLATFORMTHICKNESS;PLATFORMWIDTH;EXTERIORPLATFORMANGLE;WEIGHT;CORETYPE;CORECROSSSECTION;NUMBERCOREFACES;COREPLATFORM;COREDISTALTREATMENT;CORELEFTTREATMENT;CORERIGHTTREATMENT;COREBACKTREATMENT;MAINFACECORTEX;MAINFACESCARCOUNT;MAINFACESCARDIRECTION;MAINFACEARISORIENTATION;MAINFACESCARLENGTH;MAINFACESCARMAXWIDTH;MAINFACESCARPROXWIDTH;MAINFACESCARMEDWIDTH;MAINFACESCARDISTWIDTH;MAINFACEPLATFORMANGLE;MAINFACECOREUSE;DISTALFACECORTEX;DISTALFACESCARCOUNT;DISTALFACESCARDIRECTION;DISTALFACEARISORIENTATION;DISTALFACECOREUSE;LEFTFACECORTEX;LEFTFACESCARCOUNT;LEFTFACESCARDIRECTION;LEFTFACEARISORIENTATION;LEFTFACECOREUSE;RIGHTFACECORTEX;RIGHTFACESCARCOUNT;RIGHTFACESCARDIRECTION;RIGHTFACEARISORIENTATION;RIGHTFACECOREUSE;BACKFACECORTEX;BACKFACESCARCOUNT;BACKFACESCARDIRECTION;BACKFACEARISORIENTATION;BACKFACECOREUSE;COREABANDON;ALTERATION;FIRE;EDGEDAMAGE;RETOUCHEDPIECETYPOLOGY;CHIPQUANTITY;RMTYPE;OTHERNOTES
CAM;Bucket;PIT1;A5-1072;Quartz;Fine;FlakeFrag;;;Distal;0%;;;;;;;Triangular;Hinge;;2;;4,25;9,68;0;0;0;0;0;0;0;0,5;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;No;;0;;
CAM;Bucket;PIT1;A5-1072;Quartzite;;FlakeFrag;;;Other;1-30%;Proximal;Cobble;;;;;Other;;;1;;8,09;17,22;0;0;0;0;0;0;0;1,8;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;No;;0;;
CAM;Bucket;PIT1;A5-1072;Quartz;Fine;Shatter;;;;31-60%;;Cobble;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0,9;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;0;;
CAM;Bucket;PIT1;A5-1072;Quartzite;;Shatter;;;;0%;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0,4;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;0;;
CAM;Bucket;PIT1;A5-1097;Quartz;Fine;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;1,3;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;2;;
CAM;Bucket;PIT1;A5-1097;Chert;;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;1;;
CAM;Bucket;PIT1;A5-995;Quartz;Fine;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;1,2;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;2;;
CAM;Bucket;PIT1;A5-995;Quartzite;;FlakeFrag;;;Proximal;0%;;;Plain;;;;Triangular;;;3;;7,64;17,13;0;0;0;0;7,92;13,12;68,5;2,2;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;No;;0;;
CAM;Bucket;PIT1;A5-995;Quartz;Fine;ElongBlank;;;;100%;;Cobble;Plain;No;No;Convergent;Lenticular;Feather;Curved;0;None;2,43;8,25;3,19;7,53;3,45;22,36;1,51;3,24;101,6;0,4;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;No;;0;;
CAM;Bucket;PIT1;A5-1289;Chert;;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0,6;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;1;;
CAM;Bucket;PIT1;A5-1289;Chert;;Flake;;;;0%;;;Plain;No;No;Irregular;Lenticular;Feather;Straight;2;Unknown;3,58;17,94;17,93;18,66;15,72;14,34;8,05;17,1;42,7;1;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;No;;0;;
CAM;Bucket;PIT1;A5-984;Quartz;Fine;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;1;;
CAM;Bucket;PIT1;A5-984;Chert;;ElongBlankFrag;;;Proximal;0%;;;Plain;;;;Triangular;;;3;;3,28;11,83;0;0;0;0;2,78;5,06;87;0,6;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;No;;0;;
CAM;Bucket;PIT1;A5-984;Quartz;Fine;FlakeFrag;;;Mesial;0%;;;;;;;Triangular;;;2;;4,16;14,11;0;0;0;0;0;0;0;0,5;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;No;;0;;
CAM;Bucket;PIT1;A5-1317;Quartz;Fine;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;Concretion;;;;1;;
CAM;Bucket;PIT1;A5-1317;Chert;;ElongBlankFrag;;;Proximal;0%;;;Faceted;;;;Triangular;;;4;;3,21;10,58;0;0;0;0;2,7;8,26;72,7;0,5;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;Concretion;;No;;0;;
CAM;Bucket;PIT1;A5-1194;Quartzite;;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;1,4;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;3;;
CAM;Bucket;PIT1;A5-1194;Chert;;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;1;;
CAM;Bucket;PIT1;A5-1194;Quartz;Fine;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0,8;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;0;;
CAM;Bucket;PIT1;A5-1194;Chert;;Flake;;;;100%;;Outcrop;Dihedral;YesPartial;No;Circular;Lenticular;Hinge;Straight;0;None;4,37;21,51;21,51;21,21;12,22;17,44;4,47;5,23;72,2;1,4;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;Yes;;0;;
CAM;Bucket;PIT1;A5-1194;Chert;;Flake;;;;0%;;;Plain;No;No;Divergent;Lenticular;Feather;Straight;3;Unknown;2,56;14,95;7,4;12,36;6,86;14,62;1,74;5,27;96,8;0,5;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;No;;0;;
CAM;Bucket;PIT1;A5-1194;Chert;;ElongBlankFrag;;;Proximal;0%;;;Plain;;;;Triangular;;;2;;2;7,68;0;0;0;0;2,04;5,27;98,6;0;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;No;;0;;
CAM;Bucket;PIT1;A5-1194;Chert;;FlakeFrag;;;Other;1-30%;Proximal;Cobble;;;;;Triangular;;;1;;5,81;15,15;0;0;0;0;0;0;0;1,5;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;No;;0;;
CAM;Bucket;PIT1;A5-1194;Quartzite;;Shatter;;;;0%;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0,7;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;0;;
CAM;Bucket;PIT1;A5-1194;Quartzite;;Shatter;;;;0%;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0,8;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;0;;
CAM;Bucket;PIT1;A5-1194;Chert;;Shatter;;;;0%;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0,8;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;0;;
CAM;Bucket;PIT1;A5-879;Quartz;Fine;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0,8;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;2;;
CAM;Bucket;PIT1;A5-879;Quartzite;;Flake;;;;0%;;;Plain;YesComplete;No;Irregular;Triangular;Feather;Straight;2;Unidirectional;4,9;17,24;14,53;16,22;2,33;18,48;6,09;15,32;93,3;1,4;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;No;;0;;
CAM;Bucket;PIT1;A5-879;Quartz;Fine;FlakeFrag;;;Proximal;0%;;;Plain;;;;Trapezoidal;;;3;;4,24;10,93;0;0;0;0;1,9;4,92;105,9;0,7;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;No;;0;;
CAM;Bucket;PIT1;A5-879;Chert;;ElongBlankFrag;;;Mesial;0%;;;;;;;Trapezoidal;;;3;;5,35;10,49;0;0;0;0;0;0;0;1,6;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;No;;0;;
CAM;Bucket;PIT1;A5-879;Quartz;Fine;FlakeFrag;;;Other;0%;;;;;;;Irregular;;;1;;4,12;13,54;0;0;0;0;0;0;0;0,9;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;No;;0;;
CAM;Bucket;PIT1;A5-882;Quartz;Fine;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0,8;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;2;;
CAM;Bucket;PIT1;A5-882;Quartzite;;Shatter;;;;0%;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;1,4;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;0;;
CAM;Bucket;PIT1;A5-1197;Quartz;Fine;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;1;;
CAM;Bucket;PIT1;A5-1197;Quartz;Fine;Flake;;;;0%;;;Plain;YesComplete;No;Convergent;Other;Hinge;Straight;3;Unidirectional;5,09;22,15;22,33;16,71;10,19;23,43;5,42;22,86;91,8;3;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;No;;0;;
CAM;Bucket;PIT1;Jul-00;Quartz;Fine;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;1,4;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;2;;
CAM;Bucket;PIT1;Jul-00;Quartzite;;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;2;;
CAM;Bucket;PIT1;Jul-36;Quartz;Fine;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;1,3;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;1;;
CAM;Bucket;PIT1;Jul-36;Quartz;RockCrystal;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;1;;
CAM;Bucket;PIT1;Jul-36;Quartz;Fine;Shatter;;;;0%;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;1,2;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;0;;
CAM;Bucket;PIT1;Jul-36;Quartzite;;Shatter;;;;0%;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;0;;
CAM;Bucket;PIT1;Jul-36;Quartzite;;Flake;;;;0%;;;Plain;YesComplete;No;Irregular;Triangular;Hinge;Straight;2;Unidirectional;8,25;18,79;13,11;18,68;11,59;25,38;6,4;11,22;73,7;3,7;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;Concretion;;No;;0;;
CAM;Bucket;PIT1;A5-886;Quartz;Fine;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;1,8;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;4;;
CAM;Bucket;PIT1;A5-886;Chert;;ElongBlankFrag;;;Distal;0%;;;;;;;Trapezoidal;Feather;;4;;2;8;0;0;0;0;0;0;0;0,4;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;No;;0;;
CAM;Bucket;PIT1;A5-886;Chert;;FlakeFrag;;;Mesial;0%;;;;;;;Trapezoidal;;;3;;3,01;15,47;0;0;0;0;0;0;0;0,9;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;No;;0;;
CAM;Bucket;PIT1;A5-886;Quartz;Fine;FlakeFrag;;;Other;1-30%;Proximal;Cobble;;;;;Other;;;2;;3,88;17,92;0;0;0;0;0;0;0;1,5;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;No;;0;;
CAM;Bucket;PIT1;A5-886;Quartz;Fine;FlakeFrag;;;Other;0%;;;;;;;Irregular;;;1;;3,95;14,85;0;0;0;0;0;0;0;0,7;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;No;;0;;
CAM;Bucket;PIT1;A5-886;Quartz;Medium;Shatter;;;;31-60%;;Cobble;;;;;;;;0;;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;0;;
CAM;Bucket;PIT1;A5-886;Quartzite;;Shatter;;;;31-60%;;Cobble;;;;;;;;0;;0;0;0;0;0;0;0;0;0;1,2;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;Concretion;;;;0;;
CAM;Bucket;PIT1;A5-1081;Quartz;Fine;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;1,8;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;4;;
CAM;Bucket;PIT1;A5-1081;Chert;;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0,5;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;2;;
CAM;Bucket;PIT1;A5-1081;Quartzite;;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;3;;
CAM;Bucket;PIT1;A5-1081;Chert;;Shatter;;;;0%;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0,6;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;0;;
CAM;Bucket;PIT1;A5-1081;Quartz;Fine;FlakeFrag;;;Other;1-30%;Proximal;Cobble;;;;;Other;;;1;;4,25;23,42;0;0;0;0;0;0;0;0,8;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;No;;0;;
CAM;Bucket;PIT1;A5-892;Chert;;FlakeFrag;;;Distal;100%;;Outcrop;;;;;Triangular;Hinge;;1;;3,25;13,96;0;0;0;0;0;0;0;0,7;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;No;;0;;
CAM;Bucket;PIT1;A5-892;Quartz;RockCrystal;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;1;;
CAM;Bucket;PIT1;A5-892;Quartz;RockCrystal;ElongBlank;;;;0%;;;Plain;No;No;Parallel;Triangular;Feather;Curved;3;Unidirectional;2,3;5,7;4,86;5,72;4,33;18,26;2,19;5,51;97,3;0;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;No;;0;;
CAM;Bucket;PIT1;A5-1162;Quartz;Fine;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;1;;
CAM;Bucket;PIT1;A5-1162;Quartz;Fine;Shatter;;;;0%;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;0;;
CAM;Bucket;PIT1;A5-1162;Quartz;Fine;Shatter;;;;0%;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;0;;
CAM;Bucket;PIT1;A5-1162;Quartz;Fine;Shatter;;;;0%;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;0;;
CAM;Bucket;PIT1;A5-1162;Quartz;Fine;Shatter;;;;1-30%;;Cobble;;;;;;;;0;;0;0;0;0;0;0;0;0;0;1,6;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;0;;
CAM;Bucket;PIT1;A5-1162;Quartz;Medium;Flake;;;;0%;;;Plain;YesPartial;No;Irregular;Lenticular;Hinge;Straight;3;Unidirectional;4,26;15,69;15,69;15,68;10,34;13,11;5,98;15,7;101;0,8;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;No;;0;;
CAM;Bucket;PIT1;A5-1142;Quartz;Fine;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;1,6;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;2;;
CAM;Bucket;PIT1;A5-1142;Quartzite;;Shatter;;;;31-60%;;Cobble;;;;;;;;0;;0;0;0;0;0;0;0;0;0;2,4;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;0;;
CAM;Bucket;PIT1;A5-1142;Quartz;Fine;FlakeFrag;;;Other;1-30%;Proximal;Cobble;;;;;Other;;;1;;4,04;19,57;0;0;0;0;0;0;0;0,9;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;No;;0;;
CAM;Bucket;PIT1;A5-1295;Quartz;Fine;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;1,4;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;4;;
CAM;Bucket;PIT1;A5-1295;Chert;;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;1;;
CAM;Bucket;PIT1;A5-1295;Chert;;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0,5;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;Fire;Burned;;;1;;
CAM;Bucket;PIT1;A5-1295;Quartzite;;FlakeFrag;;;Distal;0%;;;;;;;Triangular;Hinge;;3;;4,84;16,89;0;0;0;0;0;0;0;1,1;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;No;;0;;
CAM;Bucket;PIT1;A5-1295;Chert;;ElongBlankFrag;;;Proximal;1-30%;LeftLateral;Outcrop;Crushed;;;;Trapezoidal;;;3;;2,14;10,43;0;0;0;0;2,87;5,4;90,9;0,7;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;Concretion;;No;;0;;
CAM;Bucket;PIT1;A5-1295;Quartz;Fine;FlakeFrag;;;Other;0%;;;;;;;Irregular;;;2;;4,83;12,32;0;0;0;0;0;0;0;1,3;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;No;;0;;
CAM;Bucket;PIT1;A5-1247;Quartzite;;Shatter;;;;0%;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;0;;
CAM;Bucket;PIT1;A5-1247;Chert;;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;1;;
CAM;Bucket;PIT1;A5-1247;Quartz;Fine;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;3;;
CAM;Bucket;PIT1;A5-1245;Quartz;Fine;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;1,1;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;0;;
CAM;Bucket;PIT1;A5-1245;Quartzite;;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;1;;
CAM;Bucket;PIT1;May-08;Chert;;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;1,1;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;3;;
CAM;Bucket;PIT1;May-08;Quartz;Fine;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;1,6;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;0;;
CAM;Bucket;PIT1;May-08;Quartz;Fine;Shatter;;;;0%;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;0;;
CAM;Bucket;PIT1;May-08;Quartz;Fine;Shatter;;;;1-30%;;Cobble;;;;;;;;0;;0;0;0;0;0;0;0;0;0;2,1;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;0;;
CAM;Bucket;PIT1;May-08;Quartz;Medium;Shatter;;;;0%;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;1,3;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;0;;
CAM;Bucket;PIT1;May-08;Chert;;ElongBlankFrag;;;Other;61-99%;Proximal;Outcrop;;;;;Trapezoidal;;;2;;3,87;6,4;0;0;0;0;0;0;0;0,6;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;No;;0;;
CAM;Bucket;PIT1;May-08;Quartz;Fine;FlakeFrag;;;Other;1-30%;Proximal;Cobble;;;;;Irregular;;;2;;6,34;21,5;0;0;0;0;0;0;0;1,9;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;No;;0;;
CAM;Bucket;PIT1;May-08;Chert;;Flake;;;;0%;;;Plain;YesComplete;No;Irregular;Lenticular;Feather;Straight;2;Unidirectional;4,24;13,89;10,73;12,33;13,28;16,01;4,17;11,14;97,5;0,9;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;Concretion;;No;;0;;
CAM;Bucket;PIT1;A5-907;Quartzite;;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0,4;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;1;;
CAM;Bucket;PIT1;A5-907;Quartz;Fine;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;2,6;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;10;;
CAM;Bucket;PIT1;A5-1191;Quartzite;;Shatter;;;;1-30%;;Cobble;;;;;;;;0;;0;0;0;0;0;0;0;0;0;3,9;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;0;;
CAM;Bucket;PIT1;A5-1191;Quartz;Fine;Shatter;;;;0%;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;4,4;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;0;;
CAM;Bucket;PIT1;A5-1191;Quartz;Fine;FlakeFrag;;;Distal;31-60%;Distal;Cobble;;;;;Other;Feather;;3;;5,03;18,19;0;0;0;0;0;0;0;1,5;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;No;;0;;
CAM;Bucket;PIT1;A5-1169;Chert;;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;1;;
